"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN","TOBS","year","month","day"
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-06",0,55,68,42,50,1995,5,6
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-07",0,55,67,43,47,1995,5,7
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-08",0,57,67,47,53,1995,5,8
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-09",0.03,52,58,46,51,1995,5,9
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-10",0.25,55,63,47,52,1995,5,10
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-11",0,54.5,62,47,55,1995,5,11
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-12",0.01,51.5,60,43,50,1995,5,12
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-13",0.32,55.5,61,50,51,1995,5,13
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-14",0.17,56.5,63,50,53,1995,5,14
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-15",0.09,58,67,49,52,1995,5,15
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-16",0.01,57.5,66,49,55,1995,5,16
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-17",0,58.5,67,50,53,1995,5,17
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-18",0,59.5,70,49,54,1995,5,18
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-19",0,60.5,75,46,50,1995,5,19
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-20",0,57.5,64,51,52,1995,5,20
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-21",0,55,59,51,55,1995,5,21
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-22",0,57.5,64,51,54,1995,5,22
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-23",0,60,72,48,52,1995,5,23
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-24",0,60.5,73,48,51,1995,5,24
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-25",0,57,62,52,53,1995,5,25
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-26",0,56.5,65,48,49,1995,5,26
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-27",0,58.5,69,48,53,1995,5,27
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-28",0,59.5,73,46,51,1995,5,28
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-29",0,57.5,69,46,50,1995,5,29
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-30",0,61,74,48,49,1995,5,30
"USC00046826","PETALUMA AIRPORT, CA US","1995-05-31",0,63,78,48,50,1995,5,31
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-01",0,59.5,69,50,55,1995,6,1
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-02",0,59.5,69,50,53,1995,6,2
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-03",0,59.5,70,49,53,1995,6,3
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-04",0,59,70,48,53,1995,6,4
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-05",0,59.5,71,48,55,1995,6,5
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-06",0,58,72,44,53,1995,6,6
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-07",0,61.5,72,51,58,1995,6,7
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-08",0,57.5,69,46,57,1995,6,8
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-09",0,59,66,52,53,1995,6,9
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-10",0,58.5,70,47,55,1995,6,10
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-11",0,61,70,52,54,1995,6,11
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-12",0,59.5,73,46,54,1995,6,12
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-13",0,60.5,73,48,53,1995,6,13
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-14",0.01,58,63,53,54,1995,6,14
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-15",0.05,60,66,54,55,1995,6,15
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-16",0.32,58.5,65,52,54,1995,6,16
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-17",0.05,57,67,47,51,1995,6,17
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-18",0,58.5,66,51,56,1995,6,18
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-19",0,59.5,73,46,52,1995,6,19
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-20",0,65.5,80,51,56,1995,6,20
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-21",0,66.5,84,49,57,1995,6,21
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-22",0,67,84,50,58,1995,6,22
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-23",0,70.5,91,50,59,1995,6,23
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-24",0,75.5,97,54,67,1995,6,24
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-25",0,79,101,57,66,1995,6,25
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-26",0,68.5,81,56,62,1995,6,26
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-27",0,66,76,56,57,1995,6,27
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-28",0,64.5,74,55,56,1995,6,28
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-29",0,64.5,74,55,56,1995,6,29
"USC00046826","PETALUMA AIRPORT, CA US","1995-06-30",0,65,74,56,56,1995,6,30
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-01",0,65,74,56,58,1995,7,1
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-02",0,62,69,55,56,1995,7,2
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-03",0,63.5,71,56,56,1995,7,3
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-04",0,66,81,51,53,1995,7,4
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-05",0,66.5,80,53,55,1995,7,5
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-06",0,63,73,53,59,1995,7,6
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-07",0,67,83,51,55,1995,7,7
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-08",0,69,83,55,60,1995,7,8
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-09",0,64,73,55,59,1995,7,9
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-10",0,62.5,74,51,58,1995,7,10
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-11",0,62.5,74,51,58,1995,7,11
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-12",0,68,85,51,59,1995,7,12
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-13",0,74.5,95,54,64,1995,7,13
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-14",0,80.5,103,58,64,1995,7,14
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-15",0,70.5,84,57,60,1995,7,15
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-16",0,70.5,83,58,59,1995,7,16
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-17",0,68.5,80,57,57,1995,7,17
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-18",0,68.5,80,57,59,1995,7,18
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-19",0,68.5,80,57,59,1995,7,19
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-20",0,65.5,74,57,60,1995,7,20
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-21",0,65.5,74,57,60,1995,7,21
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-22",0,63.5,73,54,58,1995,7,22
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-23",0,63.5,NA,51,58,1995,7,23
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-24",0,63.5,76,51,57,1995,7,24
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-25",0,64,77,51,56,1995,7,25
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-26",0,71,94,48,56,1995,7,26
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-27",0,76,98,54,60,1995,7,27
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-28",0,71.5,89,54,54,1995,7,28
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-29",0,69,81,57,59,1995,7,29
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-30",0,75,98,52,59,1995,7,30
"USC00046826","PETALUMA AIRPORT, CA US","1995-07-31",0,77.5,98,57,66,1995,7,31
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-01",0,73,89,57,58,1995,8,1
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-02",0,70,86,54,57,1995,8,2
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-03",0,64.5,79,50,54,1995,8,3
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-04",0,64.5,78,51,56,1995,8,4
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-05",0,67,78,56,68,1995,8,5
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-06",0,66,77,55,56,1995,8,6
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-07",0,69,84,54,61,1995,8,7
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-08",0,74,94,54,64,1995,8,8
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-09",0,69.5,87,52,62,1995,8,9
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-10",0,61,71,51,55,1995,8,10
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-11",0,68.5,84,53,55,1995,8,11
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-12",0,70,91,49,53,1995,8,12
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-13",0,73,94,52,59,1995,8,13
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-14",0,73,94,52,58,1995,8,14
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-15",0,70,86,54,58,1995,8,15
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-16",0,62.5,73,52,56,1995,8,16
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-17",0,64.5,78,51,71,1995,8,17
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-18",0,68,88,48,54,1995,8,18
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-19",0,73.5,97,50,56,1995,8,19
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-20",0,71,88,54,67,1995,8,20
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-21",0,64.5,72,57,58,1995,8,21
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-22",0,70.5,86,55,75,1995,8,22
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-23",0,68.5,82,55,56,1995,8,23
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-24",0,63,76,50,70,1995,8,24
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-25",0,60,74,46,50,1995,8,25
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-26",0,62,80,44,77,1995,8,26
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-27",0,60,73,47,52,1995,8,27
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-28",0,62.5,76,49,55,1995,8,28
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-29",0,68.5,82,55,59,1995,8,29
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-30",0,65,81,49,51,1995,8,30
"USC00046826","PETALUMA AIRPORT, CA US","1995-08-31",0,65.5,82,49,53,1995,8,31
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-01",0,62.5,75,50,53,1995,9,1
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-02",0,61.5,77,46,71,1995,9,2
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-03",0,72,95,49,60,1995,9,3
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-04",0,63,79,47,61,1995,9,4
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-05",0,71,89,53,55,1995,9,5
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-06",0,73.5,95,52,57,1995,9,6
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-07",0,72.5,93,52,55,1995,9,7
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-08",0,66,82,50,54,1995,9,8
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-09",0,63.5,73,54,69,1995,9,9
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-10",0,68,78,58,NA,1995,9,10
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-11",0,67,80,54,70,1995,9,11
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-12",0,62.5,72,53,54,1995,9,12
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-13",0,61.5,70,53,64,1995,9,13
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-14",0,63.25,NA,55,55,1995,9,14
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-15",0,65,79,51,53,1995,9,15
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-16",0,60.5,73,48,53,1995,9,16
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-17",0,66,83,49,51,1995,9,17
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-18",0,71.5,94,49,53,1995,9,18
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-19",0,74,99,49,55,1995,9,19
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-20",0,66,83,49,56,1995,9,20
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-21",0,63.5,72,55,56,1995,9,21
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-22",0,63.5,71,56,57,1995,9,22
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-23",0,64.5,75,54,57,1995,9,23
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-24",0,65,75,55,59,1995,9,24
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-25",0,65.5,77,54,60,1995,9,25
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-26",0,64.5,79,50,52,1995,9,26
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-27",0,62.5,73,52,58,1995,9,27
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-28",0,63,72,54,56,1995,9,28
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-29",0,63,77,49,53,1995,9,29
"USC00046826","PETALUMA AIRPORT, CA US","1995-09-30",0,66,83,49,51,1995,9,30
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-01",0.03,57.5,70,45,49,1996,3,1
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-02",0,56.5,72,41,42,1996,3,2
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-03",0,52,62,42,52,1996,3,3
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-04",0.36,56,60,52,54,1996,3,4
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-05",0.31,49.5,56,43,45,1996,3,5
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-06",0.05,48.5,64,33,37,1996,3,6
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-07",0,55.5,74,37,53,1996,3,7
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-08",0,59,76,42,47,1996,3,8
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-09",0,57.5,73,42,49,1996,3,9
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-10",0.18,60,71,49,53,1996,3,10
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-11",0.32,58,64,52,57,1996,3,11
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-12",0.42,55,59,51,52,1996,3,12
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-13",0.11,60,73,47,51,1996,3,13
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-14",0,58,72,44,51,1996,3,14
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-15",0,57,70,44,50,1996,3,15
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-16",0,59,69,49,54,1996,3,16
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-17",0,62,82,42,52,1996,3,17
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-18",0,61.5,77,46,53,1996,3,18
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-19",0,58,70,46,48,1996,3,19
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-20",0,55,70,40,46,1996,3,20
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-21",0,54,64,44,47,1996,3,21
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-22",0,55,64,46,53,1996,3,22
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-23",0,49.5,60,39,45,1996,3,23
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-24",0,54,64,44,47,1996,3,24
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-25",0,49.5,62,37,45,1996,3,25
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-26",0,50,66,34,45,1996,3,26
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-27",0,56.5,66,47,52,1996,3,27
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-28",0.05,52,60,44,49,1996,3,28
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-29",0,49,63,35,41,1996,3,29
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-30",0,50.5,66,35,42,1996,3,30
"USC00046826","PETALUMA AIRPORT, CA US","1996-03-31",0.71,57.5,75,40,48,1996,3,31
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-01",0.71,55,78,NA,NA,1996,4,1
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-02",1.65,52.5,63,42,46,1996,4,2
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-03",0,52,65,39,48,1996,4,3
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-04",0,55,71,39,55,1996,4,4
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-05",0,57.5,71,44,52,1996,4,5
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-06",0,62.5,81,44,53,1996,4,6
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-07",0,66,85,47,47,1996,4,7
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-08",0,53,60,46,53,1996,4,8
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-09",0,58.5,64,53,56,1996,4,9
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-10",0.02,52.5,62,43,48,1996,4,10
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-11",0,52,62,42,50,1996,4,11
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-12",0,54,64,44,47,1996,4,12
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-13",0,55.5,70,41,48,1996,4,13
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-14",0,59,77,41,44,1996,4,14
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-15",0,51.5,62,41,54,1996,4,15
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-16",0.23,57.5,63,52,53,1996,4,16
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-17",0,51,63,39,41,1996,4,17
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-18",0.38,48,62,34,42,1996,4,18
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-19",0,49,60,38,42,1996,4,19
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-20",0.23,48,60,36,43,1996,4,20
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-21",0.09,52.5,64,41,44,1996,4,21
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-22",0,57,68,46,52,1996,4,22
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-23",0,58,70,46,52,1996,4,23
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-24",0.08,58,70,46,61,1996,4,24
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-25",0.01,60,73,47,55,1996,4,25
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-26",0,65,79,51,59,1996,4,26
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-27",0,62,78,46,57,1996,4,27
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-28",0,68,83,53,61,1996,4,28
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-29",0,66,86,46,53,1996,4,29
"USC00046826","PETALUMA AIRPORT, CA US","1996-04-30",0,68.5,88,49,55,1996,4,30
"USC00046826","PETALUMA AIRPORT, CA US","1996-05-01",0,67.5,80,55,67,1996,5,1
"USC00046826","PETALUMA AIRPORT, CA US","1996-05-02",0,64,76,52,59,1996,5,2
"USC00046826","PETALUMA AIRPORT, CA US","1996-05-03",0,61,76,46,53,1996,5,3
"USC00046826","PETALUMA AIRPORT, CA US","1996-05-04",0,56,72,40,44,1996,5,4
"USC00046826","PETALUMA AIRPORT, CA US","1996-05-05",0,58,72,44,51,1996,5,5
