"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN","TOBS","year","month","day"
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-06",0,18.6,24.4,12.8,NA,2001,8,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-07",0,18.05,23.3,12.8,NA,2001,8,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-08",0,17.2,22.2,12.2,NA,2001,8,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-09",0,17.25,21.7,12.8,NA,2001,8,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-10",0,17.25,21.7,12.8,NA,2001,8,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-11",0,16.7,21.7,11.7,NA,2001,8,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-12",0,16.4,21.1,11.7,NA,2001,8,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-13",0,16.15,20.6,11.7,NA,2001,8,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-14",0,15.3,20,10.6,NA,2001,8,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-15",0,16.1,21.1,11.1,NA,2001,8,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-16",0,16.65,22.2,11.1,NA,2001,8,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-17",0,16.4,21.7,11.1,NA,2001,8,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-18",0,16.1,21.1,11.1,NA,2001,8,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-19",0,15.85,21.7,10,NA,2001,8,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-20",0,15.55,19.4,11.7,NA,2001,8,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-21",0,16.7,20.6,12.8,NA,2001,8,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-22",0,16.95,21.7,12.2,NA,2001,8,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-23",0,17.2,22.2,12.2,NA,2001,8,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-24",0,15,18.9,11.1,NA,2001,8,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-25",0,16.4,22.8,10,NA,2001,8,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-26",0,15.55,21.1,10,NA,2001,8,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-27",0,17.8,25,10.6,NA,2001,8,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-28",0,16.95,23.9,10,NA,2001,8,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-29",0,15.25,18.3,12.2,NA,2001,8,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-30",0,16.65,21.1,12.2,NA,2001,8,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-08-31",0,17.75,24.4,11.1,NA,2001,8,31
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-01",0,16.7,21.7,11.7,NA,2001,9,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-02",0,18.9,25,12.8,NA,2001,9,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-03",0,18.65,25.6,11.7,NA,2001,9,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-04",0,18.6,25,12.2,NA,2001,9,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-05",0,15.55,21.1,10,NA,2001,9,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-06",0,14.75,20.6,8.9,NA,2001,9,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-07",0,15.85,21.1,10.6,NA,2001,9,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-08",0,15.55,18.3,12.8,NA,2001,9,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-09",0,16.1,21.1,11.1,NA,2001,9,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-10",0,15.25,22.2,8.3,NA,2001,9,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-11",0,18.05,23.9,12.2,NA,2001,9,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-12",0,15.85,21.7,10,NA,2001,9,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-13",0,17.5,22.2,12.8,NA,2001,9,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-14",0,17.5,23.3,11.7,NA,2001,9,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-15",0,16.1,20,12.2,NA,2001,9,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-16",0,15.55,18.3,12.8,NA,2001,9,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-17",0,15.85,18.9,12.8,NA,2001,9,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-18",0,15.8,19.4,12.2,NA,2001,9,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-19",0,15.55,19.4,11.7,NA,2001,9,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-20",0,16.1,20,12.2,NA,2001,9,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-21",0,16.7,20.6,12.8,NA,2001,9,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-22",0,15.85,20,11.7,NA,2001,9,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-23",0,16.15,20.6,11.7,NA,2001,9,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-24",0,17.5,23.3,11.7,NA,2001,9,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-25",0,17.25,22.8,11.7,NA,2001,9,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-26",0,20.8,32.2,9.4,NA,2001,9,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-27",0,17.5,25,10,NA,2001,9,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-28",0,16.1,23.3,8.9,NA,2001,9,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-29",0,20.85,30,11.7,NA,2001,9,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2001-09-30",0,22.5,32.2,12.8,NA,2001,9,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-01",0,12.75,19.4,6.1,NA,2002,3,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-02",0,12.25,21.7,2.8,NA,2002,3,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-03",0,10.85,21.1,0.6,NA,2002,3,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-04",0,11.65,22.2,1.1,NA,2002,3,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-05",0,10.55,17.8,3.3,NA,2002,3,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-06",8.1,10,13.9,6.1,NA,2002,3,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-07",3.8,11.1,15,7.2,NA,2002,3,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-08",0,9.75,16.7,2.8,NA,2002,3,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-09",0,10,17.8,2.2,NA,2002,3,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-10",0,11.4,18.9,3.9,NA,2002,3,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-11",0,15.8,24.4,7.2,NA,2002,3,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-12",0,12.8,18.9,6.7,NA,2002,3,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-13",0,10.25,16.1,4.4,NA,2002,3,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-14",0,7.8,15,0.6,NA,2002,3,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-15",0,6.65,13.9,-0.6,NA,2002,3,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-16",0,8.05,13.3,2.8,NA,2002,3,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-17",2.3,6.95,11.7,2.2,NA,2002,3,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-18",0,8.65,16.7,0.6,NA,2002,3,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-19",0,11.4,22.8,0,NA,2002,3,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-20",0,12.25,21.7,2.8,NA,2002,3,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-21",0,12.2,20,4.4,NA,2002,3,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-22",0.8,10.85,18.9,2.8,NA,2002,3,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-23",3.8,13.3,17.2,9.4,NA,2002,3,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-24",0.3,10.6,15.6,5.6,NA,2002,3,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-25",0,10.3,18.9,1.7,NA,2002,3,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-26",0,11.65,19.4,3.9,NA,2002,3,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-27",0,12.2,20,4.4,NA,2002,3,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-28",0,11.95,17.8,6.1,NA,2002,3,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-29",0,12.5,18.3,6.7,NA,2002,3,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-30",0,13.3,17.2,9.4,NA,2002,3,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-03-31",0,13.6,17.8,9.4,NA,2002,3,31
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-01",0,13.35,17.8,8.9,NA,2002,4,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-02",0,11.95,13.9,10,NA,2002,4,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-03",0,11.1,13.9,8.3,NA,2002,4,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-04",0,12.75,17.2,8.3,NA,2002,4,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-05",0,12.2,19.4,5,NA,2002,4,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-06",0,13.3,18.3,8.3,NA,2002,4,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-07",0,12.5,17.8,7.2,NA,2002,4,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-08",0,14.45,18.3,10.6,NA,2002,4,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-09",0,14.2,17.8,10.6,NA,2002,4,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-10",0,14.75,20.6,8.9,NA,2002,4,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-11",0,16.1,23.9,8.3,NA,2002,4,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-12",0,16.65,23.3,10,NA,2002,4,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-13",0,19.15,28.3,10,NA,2002,4,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-14",0,16.35,24.4,8.3,NA,2002,4,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-15",0,11.7,17.8,5.6,NA,2002,4,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-16",0,10,17.2,2.8,NA,2002,4,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-17",0.8,10.25,16.1,4.4,NA,2002,4,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-18",0,9.15,16.1,2.2,NA,2002,4,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-19",0,10.85,18.9,2.8,NA,2002,4,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-20",0,11.15,15.6,6.7,NA,2002,4,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-21",0,12.5,18.3,6.7,NA,2002,4,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-22",0,13.35,21.7,5,NA,2002,4,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-23",0,13.3,19.4,7.2,NA,2002,4,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-24",0,15.25,22.2,8.3,NA,2002,4,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-25",0,15.6,20.6,10.6,NA,2002,4,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-26",4.6,11.4,12.8,10,NA,2002,4,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-27",0.5,12.5,16.7,8.3,NA,2002,4,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-28",0,13.05,18.9,7.2,NA,2002,4,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-29",0,12.75,19.4,6.1,NA,2002,4,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-04-30",0,11.7,16.7,6.7,NA,2002,4,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-01",0,11.4,16.1,6.7,NA,2002,5,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-02",0,10.8,17.2,4.4,NA,2002,5,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-03",0,12.25,16.7,7.8,NA,2002,5,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-04",0,11.4,16.1,6.7,NA,2002,5,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-05",0,12.8,16.7,8.9,NA,2002,5,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-06",0,12.8,17.8,7.8,NA,2002,5,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-07",0,11.4,16.1,6.7,NA,2002,5,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-08",0,12.5,18.3,6.7,NA,2002,5,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-09",0,12.75,17.2,8.3,NA,2002,5,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-10",0,11.4,17.2,5.6,NA,2002,5,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-11",0,11.35,19.4,3.3,NA,2002,5,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-12",0,15,24.4,5.6,NA,2002,5,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-13",0,12.75,19.4,6.1,NA,2002,5,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-14",0,11.7,17.8,5.6,NA,2002,5,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-15",0,12.2,16.1,8.3,NA,2002,5,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-16",0,13.6,18.3,8.9,NA,2002,5,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-17",0,13.3,18.3,8.3,NA,2002,5,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-18",0,13.05,17.8,8.3,NA,2002,5,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-19",0,14.45,21.7,7.2,NA,2002,5,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-20",1.5,15,18.3,11.7,NA,2002,5,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-21",0.3,12.8,17.8,7.8,NA,2002,5,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-22",0,13.35,20,6.7,NA,2002,5,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-23",0,13.35,21.1,5.6,NA,2002,5,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-24",0,15,23.3,6.7,NA,2002,5,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-25",0,14.7,18.3,11.1,NA,2002,5,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-26",0,13.9,16.7,11.1,NA,2002,5,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-27",0,14.15,18.3,10,NA,2002,5,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-28",0,14.4,19.4,9.4,NA,2002,5,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-29",0,18.6,27.2,10,NA,2002,5,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-30",0,16.95,22.2,11.7,NA,2002,5,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-05-31",0,16.95,22.2,11.7,NA,2002,5,31
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-01",0,14.45,18.3,10.6,NA,2002,6,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-02",0,13.9,17.8,10,NA,2002,6,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-03",0,13.9,17.8,10,NA,2002,6,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-04",0,16.35,24.4,8.3,NA,2002,6,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-05",0,19.2,27.8,10.6,NA,2002,6,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-06",0,16.1,22.2,10,NA,2002,6,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-07",0,13.85,18.3,9.4,NA,2002,6,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-08",0,15.55,22.2,8.9,NA,2002,6,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-09",0,15.25,23.3,7.2,NA,2002,6,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-10",0,16.4,23.9,8.9,NA,2002,6,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-11",0,15.8,22.2,9.4,NA,2002,6,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-12",0,17.25,22.8,11.7,NA,2002,6,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-13",0,14.45,20,8.9,NA,2002,6,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-14",0,13.9,18.9,8.9,NA,2002,6,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-15",0,14.75,20.6,8.9,NA,2002,6,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-16",0,15.25,22.2,8.3,NA,2002,6,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-17",0,15.25,22.2,8.3,NA,2002,6,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-18",0,16.65,22.2,11.1,NA,2002,6,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-19",0,14.7,19.4,10,NA,2002,6,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-20",0,13.9,17.2,10.6,NA,2002,6,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-21",0,14.75,17.8,11.7,NA,2002,6,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-22",0,14.75,18.9,10.6,NA,2002,6,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-23",0,15.3,20,10.6,NA,2002,6,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-24",0,15,19.4,10.6,NA,2002,6,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-25",0,14.7,19.4,10,NA,2002,6,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-26",0,15.3,20,10.6,NA,2002,6,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-27",0,15.85,20,11.7,NA,2002,6,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-28",0,15,18.9,11.1,NA,2002,6,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-29",0,14.7,20,9.4,NA,2002,6,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-06-30",0,17.8,25,10.6,NA,2002,6,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-01",0,18.05,23.9,12.2,NA,2002,7,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-02",0,16.4,21.1,11.7,NA,2002,7,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-03",0,15,18.9,11.1,NA,2002,7,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-04",0,16.15,21.7,10.6,NA,2002,7,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-05",0,15.6,20.6,10.6,NA,2002,7,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-06",0,16.7,21.7,11.7,NA,2002,7,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-07",0,15,21.7,8.3,NA,2002,7,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-08",0,18.6,26.1,11.1,NA,2002,7,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-09",0,19.45,27.2,11.7,NA,2002,7,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-10",0,18.6,26.1,11.1,NA,2002,7,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-11",0,18.9,26.1,11.7,NA,2002,7,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-12",0,19.2,25.6,12.8,NA,2002,7,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-13",0,18.35,23.9,12.8,NA,2002,7,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-14",0,18.35,23.9,12.8,NA,2002,7,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-15",0,17.75,23.3,12.2,NA,2002,7,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-16",0,16.7,21.7,11.7,NA,2002,7,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-17",0,16.95,21.1,12.8,NA,2002,7,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-18",0,16.65,21.1,12.2,NA,2002,7,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-19",0,18.05,23.3,12.8,NA,2002,7,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-20",0,16.95,22.2,11.7,NA,2002,7,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-21",0,16.4,21.1,11.7,NA,2002,7,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-22",0,15.8,22.2,9.4,NA,2002,7,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-23",0,16.65,23.9,9.4,NA,2002,7,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-24",0,16.7,22.8,10.6,NA,2002,7,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-25",0,16.7,22.8,10.6,NA,2002,7,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-26",0,15.85,20,11.7,NA,2002,7,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-27",0,17.5,22.2,12.8,NA,2002,7,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-28",0,18.35,23.9,12.8,NA,2002,7,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-29",0,16.7,21.7,11.7,NA,2002,7,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-30",0,18.85,24.4,13.3,NA,2002,7,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-07-31",0,16.4,20.6,12.2,NA,2002,7,31
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-01",0,17.2,21.1,13.3,NA,2002,8,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-02",0,17.8,21.7,13.9,NA,2002,8,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-03",0,18.05,21.7,14.4,NA,2002,8,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-04",0,16.65,21.1,12.2,NA,2002,8,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-05",0,16.95,22.2,11.7,NA,2002,8,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-06",0,15.55,21.7,9.4,NA,2002,8,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-07",0,17.25,23.9,10.6,NA,2002,8,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-08",0,17.5,25.6,9.4,NA,2002,8,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-09",0,19.4,29.4,9.4,NA,2002,8,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-10",0,16.95,23.3,10.6,NA,2002,8,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-11",0,16.1,21.1,11.1,NA,2002,8,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-12",0,16.4,21.1,11.7,NA,2002,8,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","2002-08-13",0,18.05,23.3,12.8,NA,2002,8,13
