"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN","TOBS","year","month","day"
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-01",7.1,15,18.9,11.1,NA,1996,4,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-02",0,13.6,18.9,8.3,NA,1996,4,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-03",0,13.6,18.9,8.3,NA,1996,4,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-04",0,15.55,21.7,9.4,NA,1996,4,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-05",0,16.1,26.1,6.1,NA,1996,4,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-06",0,18.05,28.9,7.2,NA,1996,4,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-07",0,13.35,21.7,5,NA,1996,4,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-08",0,13.85,18.3,9.4,NA,1996,4,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-09",0,13.35,20.6,6.1,NA,1996,4,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-10",0,13.9,18.9,8.9,NA,1996,4,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-11",0,11.95,18.9,5,NA,1996,4,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-12",0,12.5,17.8,7.2,NA,1996,4,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-13",0,14.15,23.9,4.4,NA,1996,4,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-14",0,13.9,23.9,3.9,NA,1996,4,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-15",0,14.45,21.7,7.2,NA,1996,4,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-16",6.1,15.3,20.6,10,NA,1996,4,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-17",1.8,15.25,19.4,11.1,NA,1996,4,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-18",0,14.2,20.6,7.8,NA,1996,4,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-19",0,12.8,18.9,6.7,NA,1996,4,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-20",0,12.5,18.3,6.7,NA,1996,4,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-21",0,14.45,20,8.9,NA,1996,4,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-22",0,14.15,22.2,6.1,NA,1996,4,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-23",0,16.7,26.7,6.7,NA,1996,4,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-24",0,15.55,23.3,7.8,NA,1996,4,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-25",0,21.7,31.7,11.7,NA,1996,4,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-26",0,22.2,33.3,11.1,NA,1996,4,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-27",0,19.15,31.1,7.2,NA,1996,4,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-28",0,21.1,27.8,14.4,NA,1996,4,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-29",0,20.8,32.2,9.4,NA,1996,4,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-04-30",0,22.5,35.6,9.4,NA,1996,4,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-01",0,22.5,33.3,11.7,NA,1996,5,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-02",0,16.9,24.4,9.4,NA,1996,5,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-03",0,17.5,26.1,8.9,NA,1996,5,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-04",0,14.45,22.2,6.7,NA,1996,5,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-05",0,15.55,24.4,6.7,NA,1996,5,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-06",0,12.8,20.6,5,NA,1996,5,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-07",0,12.5,18.9,6.1,NA,1996,5,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-08",0,13.35,21.1,5.6,NA,1996,5,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-09",0,12.5,17.8,7.2,NA,1996,5,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-10",0,16.4,25.6,7.2,NA,1996,5,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-11",0,21.95,32.8,11.1,NA,1996,5,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-12",0,16.95,25.6,8.3,NA,1996,5,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-13",0,16.7,25.6,7.8,NA,1996,5,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-14",0,15.3,22.8,7.8,NA,1996,5,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-15",0,19.4,24.4,14.4,NA,1996,5,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-16",7.6,19.15,23.3,15,NA,1996,5,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-17",0,18.3,23.3,13.3,NA,1996,5,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-18",0,17.25,22.8,11.7,NA,1996,5,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-19",0,16.95,23.9,10,NA,1996,5,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-20",0,15,21.1,8.9,NA,1996,5,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-21",0.5,15.3,22.8,7.8,NA,1996,5,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-22",0,13.3,18.3,8.3,NA,1996,5,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-23",0,12.75,18.3,7.2,NA,1996,5,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-24",0,14.7,23.3,6.1,NA,1996,5,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-25",0,15,21.1,8.9,NA,1996,5,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-26",0,15.55,21.1,10,NA,1996,5,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-27",0,13.6,18.3,8.9,NA,1996,5,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-28",0,13.05,17.2,8.9,NA,1996,5,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-29",0,12.8,16.7,8.9,NA,1996,5,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-30",0,13.05,17.8,8.3,NA,1996,5,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-05-31",0,13.9,20,7.8,NA,1996,5,31
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-01",0,14.7,20,9.4,NA,1996,6,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-02",0,23.05,31.7,14.4,NA,1996,6,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-03",0,18.05,24.4,11.7,NA,1996,6,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-04",0,15.55,21.1,10,NA,1996,6,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-05",0,16.95,23.3,10.6,NA,1996,6,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-06",0,16.4,22.2,10.6,NA,1996,6,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-07",0,16.4,21.7,11.1,NA,1996,6,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-08",0,17.5,23.9,11.1,NA,1996,6,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-09",0,17.225,NA,NA,NA,1996,6,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-10",0,16.95,23.9,10,NA,1996,6,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-11",0,13.35,18.9,7.8,NA,1996,6,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-12",0,13.85,19.4,8.3,NA,1996,6,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-13",0,13.05,17.8,8.3,NA,1996,6,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-14",0,15,21.1,8.9,NA,1996,6,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-15",0,14.45,20,8.9,NA,1996,6,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-16",0,14.7,20,9.4,NA,1996,6,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-17",0,14.7,19.4,10,NA,1996,6,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-18",0,15,21.1,8.9,NA,1996,6,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-19",0,17.5,25.6,9.4,NA,1996,6,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-20",0,15.8,22.2,9.4,NA,1996,6,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-21",0,13.85,18.3,9.4,NA,1996,6,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-22",0,16.95,22.8,11.1,NA,1996,6,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-23",0,16.525,NA,NA,NA,1996,6,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-24",0,16.1,23.3,8.9,NA,1996,6,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-25",0,14.15,18.9,9.4,NA,1996,6,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-26",0.8,14.7,20,9.4,NA,1996,6,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-27",0,15.55,22.8,8.3,NA,1996,6,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-28",0,16.35,24.4,8.3,NA,1996,6,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-29",0,20.55,31.7,9.4,NA,1996,6,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-06-30",0,20.55,32.2,8.9,NA,1996,6,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-01",0,22.25,30.6,13.9,NA,1996,7,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-02",0,19.75,27.8,11.7,NA,1996,7,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-03",0,19.7,28.3,11.1,NA,1996,7,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-04",0,16.4,21.7,11.1,NA,1996,7,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-05",0,17.25,23.9,10.6,NA,1996,7,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-06",0,16.15,21.7,10.6,NA,1996,7,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-07",0,15.6,20.6,10.6,NA,1996,7,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-08",0,15.85,20.6,11.1,NA,1996,7,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-09",0,16.95,22.8,11.1,NA,1996,7,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-10",0,16.95,22.2,11.7,NA,1996,7,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-11",0.3,17.8,23.9,11.7,NA,1996,7,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-12",0,17.8,23.9,11.7,NA,1996,7,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-13",0,16.65,21.1,12.2,NA,1996,7,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-14",0,16.7,20.6,12.8,NA,1996,7,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-15",0,16.95,21.7,12.2,NA,1996,7,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-16",0,16.65,21.1,12.2,NA,1996,7,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-17",0,16.65,21.1,12.2,NA,1996,7,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-18",0,17.25,22.8,11.7,NA,1996,7,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-19",0,18.35,25,11.7,NA,1996,7,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-20",0,20,28.3,11.7,NA,1996,7,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-21",0,19.75,27.8,11.7,NA,1996,7,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-22",0,19.75,27.8,11.7,NA,1996,7,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-23",0,17.75,23.3,12.2,NA,1996,7,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-24",0,16.4,20.6,12.2,NA,1996,7,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-25",0,20.55,28.9,12.2,NA,1996,7,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-26",0,20.25,28.3,12.2,NA,1996,7,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-27",8.9,22.5,31.7,13.3,NA,1996,7,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-28",0,23.05,32.2,13.9,NA,1996,7,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-29",0,22.5,31.7,13.3,NA,1996,7,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-30",0,17.75,23.3,12.2,NA,1996,7,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-07-31",0,18.3,24.4,12.2,NA,1996,7,31
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-01",0,16.15,20.6,11.7,NA,1996,8,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-02",0,16.7,21.7,11.7,NA,1996,8,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-03",0,15.55,21.1,10,NA,1996,8,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-04",0,17.75,23.3,12.2,NA,1996,8,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-05",0,16.95,21.7,12.2,NA,1996,8,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-06",0,15.25,19.4,11.1,NA,1996,8,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-07",0,16.15,20.6,11.7,NA,1996,8,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-08",0,16.95,21.7,12.2,NA,1996,8,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-09",0,17.2,23.3,11.1,NA,1996,8,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-10",0,17.8,23.9,11.7,NA,1996,8,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-11",0,17.75,23.3,12.2,NA,1996,8,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-12",0,19.7,27.2,12.2,NA,1996,8,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-13",0,21.1,27.2,15,NA,1996,8,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-14",0,19.7,26.1,13.3,NA,1996,8,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-15",0,19.45,27.2,11.7,NA,1996,8,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-16",0,18.3,24.4,12.2,NA,1996,8,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-17",0,16.4,20.6,12.2,NA,1996,8,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-18",0,15.3,18.9,11.7,NA,1996,8,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-19",0,15,19.4,10.6,NA,1996,8,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-20",0,15.55,20,11.1,NA,1996,8,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-21",0,14.7,20,9.4,NA,1996,8,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-22",0,15.85,20.6,11.1,NA,1996,8,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-23",0,15.55,20,11.1,NA,1996,8,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-24",0,15.3,20,10.6,NA,1996,8,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-25",0,15.85,20.6,11.1,NA,1996,8,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-26",0,15.55,20,11.1,NA,1996,8,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-27",0,16.95,22.2,11.7,NA,1996,8,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-28",0,19.7,29.4,10,NA,1996,8,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-29",0,17.25,23.9,10.6,NA,1996,8,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-30",0,20.85,30,11.7,NA,1996,8,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-08-31",0,18.05,25,11.1,NA,1996,8,31
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-01",0,16.1,21.1,11.1,NA,1996,9,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-02",0,15.3,20,10.6,NA,1996,9,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-03",0,15.85,21.1,10.6,NA,1996,9,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-04",0,15,20,10,NA,1996,9,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-05",0,15.85,22.8,8.9,NA,1996,9,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-06",0,18.85,29.4,8.3,NA,1996,9,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-07",0,17.5,25,10,NA,1996,9,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-08",0,15.55,22.2,8.9,NA,1996,9,8
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-09",0,15.85,20.6,11.1,NA,1996,9,9
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-10",0,15.85,20.6,11.1,NA,1996,9,10
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-11",0,15.25,19.4,11.1,NA,1996,9,11
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-12",0,17.5,22.2,12.8,NA,1996,9,12
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-13",0,16.15,20.6,11.7,NA,1996,9,13
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-14",0,16.65,23.3,10,NA,1996,9,14
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-15",0,16.15,20.6,11.7,NA,1996,9,15
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-16",0,14.45,22.2,6.7,NA,1996,9,16
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-17",0,19.15,28.3,10,NA,1996,9,17
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-18",0,16.95,25.6,8.3,NA,1996,9,18
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-19",0,18.6,28.3,8.9,NA,1996,9,19
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-20",0,15.3,21.7,8.9,NA,1996,9,20
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-21",0,16.65,23.3,10,NA,1996,9,21
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-22",0,16.65,20,13.3,NA,1996,9,22
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-23",0,16.95,21.1,12.8,NA,1996,9,23
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-24",0,16.95,21.7,12.2,NA,1996,9,24
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-25",0,16.7,20.6,12.8,NA,1996,9,25
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-26",0,15.55,18.3,12.8,NA,1996,9,26
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-27",0,16.4,21.1,11.7,NA,1996,9,27
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-28",0,16.7,21.7,11.7,NA,1996,9,28
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-29",0,16.95,22.2,11.7,NA,1996,9,29
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1996-09-30",0,15.55,18.3,12.8,NA,1996,9,30
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1997-03-01",0,9.15,18.3,0,NA,1997,3,1
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1997-03-02",0,9.15,16.1,2.2,NA,1997,3,2
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1997-03-03",0,10,17.2,2.8,NA,1997,3,3
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1997-03-04",0,12.2,20,4.4,NA,1997,3,4
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1997-03-05",0,11.4,21.7,1.1,NA,1997,3,5
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1997-03-06",0,9.45,18.3,0.6,NA,1997,3,6
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1997-03-07",0,12.2,20,4.4,NA,1997,3,7
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","1997-03-08",0,12.2,19.4,5,NA,1997,3,8
