"","dailyMaxTempNapa","date"
"1",13.6860459210381,"X1980.01.01"
"2",13.0387939731911,"X1980.01.02"
"3",13.7907930658117,"X1980.01.03"
"4",12.8695963125661,"X1980.01.04"
"5",13.0270217001123,"X1980.01.05"
"6",13.6076229533891,"X1980.01.06"
"7",13.6867765885532,"X1980.01.07"
"8",11.9095774019977,"X1980.01.08"
"9",11.5449408964856,"X1980.01.09"
"10",9.40160623819459,"X1980.01.10"
"11",13.1425553780314,"X1980.01.11"
"12",15.5132282904356,"X1980.01.12"
"13",14.8342049046168,"X1980.01.13"
"14",13.3324320565806,"X1980.01.14"
"15",12.1845928439668,"X1980.01.15"
"16",14.2189177403655,"X1980.01.16"
"17",12.9253873632698,"X1980.01.17"
"18",11.2345246857646,"X1980.01.18"
"19",14.8650782716618,"X1980.01.19"
"20",14.647304676898,"X1980.01.20"
"21",16.2616380348688,"X1980.01.21"
"22",18.321488975988,"X1980.01.22"
"23",17.8066531985315,"X1980.01.23"
"24",15.9624461838948,"X1980.01.24"
"25",14.0148894880744,"X1980.01.25"
"26",12.1695012627876,"X1980.01.26"
"27",10.8692731518454,"X1980.01.27"
"28",10.3367523060414,"X1980.01.28"
"29",9.64450597566832,"X1980.01.29"
"30",11.619459048921,"X1980.01.30"
"31",12.7093203821861,"X1980.01.31"
"32",13.293135325149,"X1980.02.01"
"33",13.1652528376947,"X1980.02.02"
"34",13.9942845523112,"X1980.02.03"
"35",15.1980260923846,"X1980.02.04"
"36",16.1739306377005,"X1980.02.05"
"37",16.613587640861,"X1980.02.06"
"38",17.422202588249,"X1980.02.07"
"39",17.7252536111548,"X1980.02.08"
"40",15.6917212507011,"X1980.02.09"
"41",15.1008432444091,"X1980.02.10"
"42",14.0487889279204,"X1980.02.11"
"43",15.6041113901391,"X1980.02.12"
"44",17.1325340544315,"X1980.02.13"
"45",13.7798514325502,"X1980.02.14"
"46",13.600563203006,"X1980.02.15"
"47",13.7344660175891,"X1980.02.16"
"48",13.623265286602,"X1980.02.17"
"49",13.8617037817845,"X1980.02.18"
"50",14.0116699878641,"X1980.02.19"
"51",12.6649804362684,"X1980.02.20"
"52",14.94840221206,"X1980.02.21"
"53",14.6524881502939,"X1980.02.22"
"54",14.8169851122289,"X1980.02.23"
"55",14.5312946004632,"X1980.02.24"
"56",16.8061031492089,"X1980.02.25"
"57",17.9736017756151,"X1980.02.26"
"58",15.9635850268907,"X1980.02.27"
"59",15.4743674360676,"X1980.02.28"
"60",17.3600749263057,"X1980.02.29"
"61",15.6344042961069,"X1980.03.01"
"62",13.8615495166941,"X1980.03.02"
"63",14.4614649199514,"X1980.03.03"
"64",12.8906108236958,"X1980.03.04"
"65",11.7362257846659,"X1980.03.05"
"66",13.1076146123481,"X1980.03.06"
"67",14.3403860447969,"X1980.03.07"
"68",17.3593292439566,"X1980.03.08"
"69",19.0536013878772,"X1980.03.09"
"70",19.2871889295752,"X1980.03.10"
"71",15.6127680816908,"X1980.03.11"
"72",14.3676414482738,"X1980.03.12"
"73",13.9160737657042,"X1980.03.13"
"74",13.3133381481103,"X1980.03.14"
"75",13.5147064619559,"X1980.03.15"
